student_id,name,gender,age,grade_level,parental_education,study_hours_per_week,attendance_rate,internet_access,extracurricular_activities,test_prep_course,sleep_hours,previous_score,math_score,science_score,english_score,final_score,passed,risk_level
STU19120,Zara Malhotra,Female,18,Grade 10,Some College,18.0,72.0,Yes,Yes,Not Completed,6.5,54.4,44.0,47.0,56.0,54.6,Yes,High
STU19121,Diya Pandey,Male,16,Grade 10,Associate Degree,15.1,72.9,No,No,Not Completed,5.8,45.2,39.0,45.0,44.0,46.4,No,High
STU19122,Zara Choudhary,Female,17,Grade 12,Master's Degree,6.9,71.8,Yes,Yes,Not Completed,6.4,43.0,47.0,43.0,29.0,37.5,No,High
STU19123,Pooja Bhatt,Male,18,Grade 10,Bachelor's Degree,4.3,63.6,No,No,Not Completed,6.3,37.7,26.0,25.0,43.0,27.5,No,High
STU19124,Tanvi Bhatt,Female,17,Grade 11,Some College,7.2,87.5,No,Yes,Completed,7.7,49.7,49.0,49.0,49.0,58.5,Yes,Medium
STU19125,Lavanya Chopra,Female,15,Grade 12,High School,9.1,71.2,Yes,No,Not Completed,7.1,41.1,34.0,47.0,38.0,36.9,No,High
STU19126,Nisha Menon,Female,18,Grade 12,Associate Degree,9.3,97.5,Yes,No,Completed,7.8,73.0,73.0,58.0,69.0,61.8,Yes,Medium
STU19127,Arjun Deshmukh,Male,15,Grade 12,Bachelor's Degree,7.7,63.8,Yes,Yes,Completed,6.8,47.9,44.0,42.0,44.0,43.8,No,High
STU19128,Riya Sheikh,Female,16,Grade 11,Bachelor's Degree,8.0,52.7,Yes,Yes,Completed,7.2,53.4,44.0,49.0,53.0,44.7,No,High
STU19129,Priya Roy,Male,16,Grade 10,Bachelor's Degree,8.3,68.9,Yes,Yes,Not Completed,5.2,52.2,49.0,45.0,51.0,41.0,No,High
STU19130,Kabir Verma,Female,18,Grade 11,Some College,8.3,71.1,Yes,Yes,Completed,6.0,52.9,58.0,47.0,46.0,51.8,Yes,High
STU19131,Harsh Menon,Male,17,Grade 11,High School,13.7,75.6,No,Yes,Not Completed,5.5,41.0,41.0,44.0,39.0,44.7,No,High
STU19132,Deepika Sharma,Male,16,Grade 12,Master's Degree,8.8,66.0,Yes,No,Completed,6.8,62.9,60.0,55.0,61.0,57.4,Yes,Medium
STU19133,Abhinav Kapoor,Male,16,Grade 12,Associate Degree,6.3,95.2,Yes,Yes,Not Completed,8.0,52.2,52.0,63.0,41.0,52.5,Yes,High
STU19134,Deepika Krishnan,Male,19,Grade 11,Master's Degree,9.3,84.9,Yes,Yes,Not Completed,5.9,43.1,44.0,46.0,39.0,42.9,No,High
STU19135,Dev Rao,Female,16,Grade 12,Associate Degree,2.1,74.1,Yes,No,Not Completed,8.4,35.0,25.0,39.0,28.0,36.0,No,High
STU19136,Anjali Menon,Female,18,Grade 12,Bachelor's Degree,5.4,73.4,Yes,Yes,Completed,6.7,49.6,50.0,47.0,51.0,42.9,No,High
STU19137,Mohit Sharma,Male,19,Grade 10,Some College,15.5,83.7,Yes,Yes,Completed,7.6,59.5,59.0,76.0,59.0,60.6,Yes,Medium
STU19138,Kavya Chatterjee,Female,17,Grade 11,High School,6.8,92.1,Yes,No,Not Completed,5.9,50.1,28.0,40.0,47.0,43.9,No,High
STU19139,Dev Kapoor,Female,16,Grade 11,Associate Degree,9.7,78.9,No,No,Not Completed,4.0,44.7,45.0,50.0,41.0,48.5,No,High
STU19140,Harsh Shukla,Male,17,Grade 11,Bachelor's Degree,6.1,83.8,Yes,Yes,Completed,7.3,63.1,65.0,62.0,54.0,61.5,Yes,Medium
STU19141,Tanvi Khan,Female,18,Grade 10,Bachelor's Degree,9.4,91.0,Yes,Yes,Completed,6.3,67.3,69.0,61.0,62.0,67.1,Yes,Medium
STU19142,Karan Krishnan,Female,18,Grade 10,Master's Degree,5.8,72.8,No,Yes,Not Completed,8.4,42.0,41.0,36.0,44.0,38.3,No,High
STU19143,Anjali Pandey,Male,18,Grade 10,Associate Degree,6.9,95.0,Yes,No,Not Completed,8.1,50.5,44.0,56.0,51.0,47.5,No,High
STU19144,Aisha Mehta,Male,15,Grade 12,Some College,4.7,75.6,Yes,No,Completed,9.1,43.8,54.0,46.0,35.0,46.2,No,High
STU19145,Zara Dubey,Male,17,Grade 11,Associate Degree,10.1,69.5,Yes,Yes,Not Completed,9.3,43.6,35.0,50.0,47.0,46.2,No,High
STU19146,Sneha Malhotra,Female,17,Grade 12,Associate Degree,6.0,72.3,Yes,Yes,Not Completed,8.5,40.2,31.0,46.0,32.0,41.5,No,High
STU19147,Kritika Dutta,Male,16,Grade 11,Master's Degree,6.4,63.6,Yes,No,Completed,6.2,35.9,45.0,37.0,44.0,40.4,No,High
STU19148,Neha Sheikh,Female,18,Grade 10,Bachelor's Degree,7.0,80.8,Yes,No,Not Completed,7.0,39.9,34.0,36.0,38.0,42.4,No,High
STU19149,Karan Menon,Female,15,Grade 11,Some College,12.8,89.1,Yes,Yes,Not Completed,7.4,56.5,53.0,55.0,53.0,57.6,Yes,Medium
STU19150,Deepika Kapoor,Male,17,Grade 10,Associate Degree,5.7,81.8,Yes,Yes,Not Completed,7.3,39.1,47.0,35.0,32.0,42.8,No,High
STU19151,Aisha Joshi,Male,19,Grade 11,Some College,12.4,56.4,Yes,Yes,Not Completed,7.5,43.6,42.0,47.0,53.0,44.4,No,High
STU19152,Gaurav Khan,Female,19,Grade 10,Bachelor's Degree,11.4,77.5,Yes,Yes,Not Completed,8.5,45.9,39.0,50.0,43.0,55.2,Yes,Medium
STU19153,Aman Chatterjee,Male,19,Grade 11,Master's Degree,8.2,75.3,Yes,Yes,Completed,8.6,52.3,40.0,49.0,44.0,40.3,No,High
STU19154,Nisha Reddy,Female,18,Grade 10,Some College,6.7,89.2,Yes,Yes,Not Completed,8.4,44.8,42.0,50.0,38.0,44.9,No,High
STU19155,Simran Tiwari,Male,19,Grade 12,High School,16.3,68.8,Yes,Yes,Not Completed,8.0,53.0,55.0,39.0,54.0,49.8,No,High
STU19156,Priya Reddy,Male,18,Grade 12,Master's Degree,9.2,85.6,Yes,No,Not Completed,6.2,48.1,56.0,42.0,36.0,44.8,No,High
STU19157,Ishaan Krishnan,Female,17,Grade 11,Some College,20.0,59.9,Yes,No,Not Completed,7.1,36.7,35.0,33.0,33.0,31.0,No,High
STU19158,Sneha Sheikh,Male,18,Grade 10,Bachelor's Degree,6.7,77.6,Yes,Yes,Completed,6.3,57.1,51.0,52.0,66.0,51.1,Yes,High
STU19159,Karan Verma,Male,17,Grade 10,Bachelor's Degree,6.6,67.4,Yes,No,Not Completed,6.1,48.4,54.0,43.0,47.0,51.9,Yes,High
STU19160,Diya Verma,Female,17,Grade 11,High School,5.8,91.1,Yes,No,Completed,7.9,45.7,31.0,43.0,49.0,46.0,No,High
STU19161,Rohan Chopra,Female,15,Grade 10,Bachelor's Degree,5.1,80.9,Yes,Yes,Not Completed,6.9,40.5,41.0,33.0,43.0,38.6,No,High
STU19162,Simran Chatterjee,Female,16,Grade 12,Associate Degree,2.1,73.6,Yes,Yes,Completed,6.5,43.8,40.0,41.0,44.0,44.6,No,High
STU19163,Sanjay Srivastava,Female,19,Grade 12,Bachelor's Degree,3.1,83.2,Yes,Yes,Completed,6.0,52.5,56.0,37.0,46.0,43.8,No,High
STU19164,Varun Dhawan,Female,19,Grade 12,Some College,8.5,93.5,Yes,No,Completed,6.9,55.6,53.0,54.0,58.0,57.8,Yes,Medium
STU19165,Mohit Tiwari,Female,18,Grade 11,Bachelor's Degree,4.4,72.9,Yes,No,Not Completed,5.7,42.0,50.0,37.0,40.0,45.6,No,High
STU19166,Neha Krishnan,Female,18,Grade 12,Associate Degree,7.0,84.2,Yes,No,Completed,6.7,54.6,62.0,50.0,58.0,59.3,Yes,Medium
STU19167,Meera Ghosh,Female,15,Grade 12,Some College,11.3,73.1,Yes,No,Completed,6.8,53.8,47.0,53.0,52.0,50.0,Yes,High
STU19168,Aarav Chatterjee,Female,17,Grade 12,High School,19.4,91.2,Yes,Yes,Not Completed,8.5,51.8,52.0,45.0,45.0,52.4,Yes,High
STU19169,Varun Dutta,Female,17,Grade 12,High School,12.8,58.5,No,Yes,Completed,8.3,42.4,32.0,46.0,51.0,36.0,No,High
STU19170,Kartik Gupta,Female,17,Grade 10,Associate Degree,14.8,91.7,Yes,No,Not Completed,6.1,47.1,48.0,49.0,58.0,49.7,No,High
STU19171,Aditya Agarwal,Male,15,Grade 11,High School,6.4,87.3,Yes,Yes,Not Completed,7.5,49.1,36.0,57.0,56.0,43.2,No,High
STU19172,Rohan Shukla,Female,15,Grade 11,High School,2.0,54.2,No,No,Completed,5.2,35.0,38.0,31.0,34.0,36.8,No,High
STU19173,Siddharth Choudhary,Male,19,Grade 12,Some College,10.0,64.2,Yes,No,Not Completed,7.0,39.7,39.0,38.0,39.0,45.2,No,High
STU19174,Mohit Menon,Female,16,Grade 10,Bachelor's Degree,9.1,86.8,Yes,No,Not Completed,6.0,49.0,55.0,36.0,47.0,51.2,Yes,High
STU19175,Kavya Reddy,Female,18,Grade 12,Some College,4.6,86.4,No,No,Not Completed,7.3,39.1,31.0,39.0,35.0,36.5,No,High
STU19176,Manav Bose,Male,18,Grade 10,Some College,6.5,57.6,Yes,Yes,Not Completed,8.0,35.0,32.0,30.0,34.0,32.1,No,High
STU19177,Kabir Reddy,Female,17,Grade 11,High School,10.9,79.6,Yes,No,Not Completed,7.3,48.4,57.0,63.0,56.0,52.8,Yes,High
STU19178,Harsh Menon,Male,16,Grade 12,Associate Degree,3.3,60.2,Yes,No,Completed,8.7,35.0,30.0,30.0,38.0,42.8,No,High
STU19179,Meera Verma,Male,19,Grade 12,High School,15.5,85.0,Yes,Yes,Not Completed,6.7,46.5,40.0,44.0,41.0,44.6,No,High
STU19180,Aditya Sheikh,Female,15,Grade 11,Bachelor's Degree,9.1,66.3,Yes,No,Not Completed,5.7,48.8,53.0,40.0,48.0,44.8,No,High
STU19181,Simran Roy,Male,19,Grade 12,Associate Degree,6.4,94.2,Yes,Yes,Not Completed,6.8,54.2,52.0,41.0,50.0,44.9,No,High
STU19182,Sanjay Deshmukh,Female,16,Grade 11,Bachelor's Degree,8.6,91.8,Yes,No,Not Completed,7.3,55.0,55.0,59.0,63.0,55.4,Yes,Medium
STU19183,Aarav Dutta,Female,15,Grade 10,Bachelor's Degree,5.8,83.0,Yes,No,Completed,7.1,50.4,58.0,59.0,53.0,61.3,Yes,Medium
STU19184,Dev Joshi,Male,18,Grade 11,Some College,16.6,65.7,Yes,Yes,Completed,7.8,72.2,65.0,78.0,75.0,69.9,Yes,Medium
STU19185,Manav Pandey,Male,15,Grade 11,Some College,18.1,77.1,Yes,No,Completed,6.6,66.8,69.0,68.0,56.0,68.1,Yes,Medium
STU19186,Zara Pandey,Male,19,Grade 12,Associate Degree,17.7,95.1,Yes,Yes,Not Completed,7.8,65.8,77.0,69.0,67.0,74.7,Yes,Medium
STU19187,Arjun Agarwal,Female,17,Grade 12,Bachelor's Degree,4.5,82.0,Yes,No,Not Completed,6.6,38.4,33.0,33.0,35.0,32.8,No,High
STU19188,Ritu Pandey,Female,17,Grade 10,Some College,7.1,82.4,Yes,Yes,Completed,8.3,56.0,68.0,49.0,53.0,61.9,Yes,Medium
STU19189,Kartik Bose,Male,17,Grade 12,Master's Degree,13.4,87.8,Yes,No,Completed,6.9,69.6,58.0,62.0,73.0,66.8,Yes,Medium
STU19190,Arjun Sheikh,Male,17,Grade 10,Associate Degree,11.3,73.4,Yes,Yes,Completed,7.4,54.0,57.0,67.0,49.0,54.7,Yes,High
STU19191,Bhavna Jain,Female,19,Grade 11,High School,13.1,83.7,Yes,Yes,Not Completed,6.4,49.4,34.0,52.0,47.0,49.0,No,High
STU19192,Aditya Malhotra,Female,16,Grade 10,Some College,7.0,89.2,Yes,Yes,Not Completed,7.4,45.3,58.0,44.0,49.0,59.8,Yes,Medium
STU19193,Aman Verma,Male,19,Grade 11,Associate Degree,7.1,94.7,Yes,No,Completed,8.9,54.5,51.0,50.0,47.0,53.9,Yes,High
STU19194,Siddharth Tiwari,Female,16,Grade 11,Some College,23.1,52.3,Yes,Yes,Not Completed,6.9,56.4,47.0,53.0,56.0,53.6,Yes,High
STU19195,Arjun Agarwal,Male,17,Grade 11,Bachelor's Degree,6.3,96.2,Yes,Yes,Not Completed,6.9,46.5,33.0,52.0,39.0,43.9,No,High
STU19196,Rahul Deshmukh,Male,15,Grade 12,Some College,10.3,98.4,Yes,Yes,Not Completed,6.5,57.8,49.0,57.0,51.0,61.1,Yes,Medium
STU19197,Anjali Sharma,Male,19,Grade 10,High School,5.8,89.1,Yes,Yes,Not Completed,6.3,35.0,39.0,34.0,28.0,36.0,No,High
STU19198,Akash Iyer,Male,15,Grade 12,Associate Degree,10.0,88.6,Yes,Yes,Completed,7.3,64.8,76.0,82.0,59.0,78.9,Yes,Low
STU19199,Dev Khan,Male,17,Grade 10,High School,12.8,74.0,Yes,Yes,Completed,6.6,44.1,30.0,53.0,51.0,47.6,No,High
STU19200,Swati Das,Male,19,Grade 12,Associate Degree,9.7,94.9,No,Yes,Not Completed,6.4,56.1,52.0,49.0,37.0,55.1,Yes,Medium
STU19201,Kartik Krishnan,Female,15,Grade 11,High School,4.0,82.6,Yes,Yes,Not Completed,6.8,39.8,43.0,39.0,38.0,42.3,No,High
STU19202,Ritu Jain,Male,18,Grade 12,High School,10.7,72.5,Yes,No,Not Completed,5.8,48.2,35.0,47.0,40.0,43.5,No,High
STU19203,Aditya Kapoor,Male,19,Grade 11,High School,4.6,96.1,No,Yes,Not Completed,6.3,35.6,42.0,38.0,36.0,46.9,No,High
STU19204,Diya Pillai,Male,16,Grade 10,Some College,18.5,49.2,No,Yes,Not Completed,5.5,35.0,34.0,25.0,29.0,31.5,No,High
STU19205,Kavya Bhatt,Female,15,Grade 10,Associate Degree,4.9,91.1,Yes,No,Completed,5.6,57.4,61.0,70.0,60.0,64.8,Yes,Medium
STU19206,Aman Rao,Female,17,Grade 10,Bachelor's Degree,4.6,97.2,Yes,No,Not Completed,7.3,63.4,58.0,64.0,56.0,61.8,Yes,Medium
STU19207,Varun Agarwal,Male,17,Grade 12,High School,12.6,48.8,Yes,No,Not Completed,7.6,35.0,26.0,35.0,28.0,26.5,No,High
STU19208,Aman Shukla,Female,16,Grade 10,Associate Degree,10.2,94.8,Yes,Yes,Completed,6.4,64.1,70.0,51.0,64.0,67.0,Yes,Medium
STU19209,Kartik Patel,Female,18,Grade 11,Associate Degree,7.9,71.5,Yes,Yes,Not Completed,6.0,44.9,43.0,36.0,41.0,43.6,No,High
STU19210,Sneha Patel,Male,16,Grade 12,Master's Degree,3.8,73.7,Yes,Yes,Not Completed,7.0,46.9,41.0,55.0,44.0,49.7,No,High
STU19211,Aryan Khan,Female,16,Grade 12,Bachelor's Degree,5.9,89.1,Yes,Yes,Not Completed,6.3,41.1,31.0,34.0,46.0,40.1,No,High
STU19212,Siddharth Bose,Male,17,Grade 11,Bachelor's Degree,4.6,79.5,Yes,Yes,Completed,5.6,49.8,39.0,60.0,52.0,53.8,Yes,High
STU19213,Dev Khan,Female,17,Grade 10,Some College,4.8,45.0,Yes,Yes,Completed,5.3,43.5,37.0,38.0,30.0,41.7,No,High
STU19214,Deepika Saxena,Female,19,Grade 10,Some College,6.8,92.5,Yes,No,Not Completed,5.7,45.6,31.0,34.0,36.0,38.2,No,High
STU19215,Priya Agarwal,Female,16,Grade 12,Some College,13.7,82.7,No,No,Completed,6.0,61.2,56.0,63.0,54.0,65.5,Yes,Medium
STU19216,Gaurav Krishnan,Male,18,Grade 11,Associate Degree,21.3,81.7,Yes,Yes,Completed,6.2,73.0,69.0,78.0,62.0,61.4,Yes,Medium
STU19217,Akash Singh,Male,18,Grade 12,Bachelor's Degree,5.3,91.6,Yes,Yes,Not Completed,6.0,47.1,38.0,50.0,53.0,47.5,No,High
STU19218,Shreya Tiwari,Male,18,Grade 12,Some College,5.5,85.4,Yes,Yes,Not Completed,7.0,57.4,49.0,50.0,52.0,51.1,Yes,High
STU19219,Abhinav Malhotra,Female,15,Grade 10,Associate Degree,9.7,75.5,Yes,No,Completed,6.8,56.4,44.0,53.0,60.0,55.3,Yes,Medium
STU19220,Mohit Singh,Male,15,Grade 12,Associate Degree,14.4,94.4,No,No,Not Completed,4.6,67.4,64.0,56.0,52.0,57.9,Yes,Medium
STU19221,Dev Chopra,Male,16,Grade 12,Bachelor's Degree,11.5,72.1,Yes,No,Not Completed,6.9,44.2,47.0,50.0,36.0,46.1,No,High
STU19222,Lavanya Shukla,Female,18,Grade 10,Some College,5.2,86.3,No,Yes,Completed,4.4,42.4,41.0,42.0,45.0,49.5,No,High
STU19223,Sneha Dubey,Male,18,Grade 12,Some College,7.5,60.5,No,Yes,Completed,4.6,50.1,55.0,43.0,44.0,51.6,Yes,High
STU19224,Aman Roy,Male,16,Grade 10,High School,9.0,82.7,Yes,No,Not Completed,7.0,43.8,33.0,41.0,57.0,46.3,No,High
STU19225,Anjali Saxena,Female,16,Grade 11,Associate Degree,3.8,90.4,Yes,No,Not Completed,7.9,55.4,51.0,46.0,53.0,53.0,Yes,High
STU19226,Nisha Dutta,Female,19,Grade 10,High School,11.5,86.8,Yes,Yes,Completed,4.9,59.9,48.0,60.0,69.0,61.0,Yes,Medium
STU19227,Kabir Tiwari,Female,17,Grade 11,Associate Degree,4.2,56.1,Yes,No,Not Completed,8.5,50.3,50.0,59.0,49.0,48.2,No,High
STU19228,Aman Srivastava,Female,18,Grade 11,Some College,3.4,93.7,Yes,Yes,Completed,5.3,51.4,51.0,57.0,40.0,47.9,No,High
STU19229,Rahul Khan,Male,17,Grade 10,High School,7.5,93.6,Yes,No,Not Completed,7.5,48.0,43.0,49.0,47.0,52.1,Yes,High
STU19230,Ishaan Nair,Male,16,Grade 10,Associate Degree,4.7,73.3,Yes,No,Not Completed,6.4,50.8,50.0,48.0,48.0,52.3,Yes,High
STU19231,Arjun Saxena,Male,18,Grade 10,Some College,5.4,56.8,Yes,Yes,Not Completed,6.6,36.1,49.0,51.0,37.0,44.8,No,High
STU19232,Dev Jain,Female,19,Grade 10,Some College,6.2,78.5,Yes,Yes,Not Completed,6.6,40.0,30.0,41.0,34.0,37.0,No,High
STU19233,Kritika Sheikh,Male,19,Grade 12,Master's Degree,11.6,89.4,Yes,No,Completed,7.4,69.6,54.0,59.0,66.0,61.6,Yes,Medium
STU19234,Pooja Kapoor,Female,17,Grade 11,Some College,13.0,81.5,Yes,Yes,Completed,7.2,65.4,65.0,52.0,71.0,70.2,Yes,Medium
STU19235,Tanvi Dutta,Female,17,Grade 12,High School,19.0,64.1,Yes,Yes,Not Completed,6.3,36.5,39.0,55.0,32.0,41.7,No,High
STU19236,Kartik Sen,Male,18,Grade 11,High School,16.1,69.6,Yes,No,Completed,6.4,62.0,62.0,42.0,63.0,60.3,Yes,Medium
STU19237,Ananya Jain,Female,19,Grade 10,Associate Degree,13.3,78.8,Yes,No,Completed,6.3,66.3,70.0,57.0,64.0,61.2,Yes,Medium
STU19238,Bhavna Rao,Female,16,Grade 12,Associate Degree,12.1,66.0,No,No,Not Completed,5.5,40.7,35.0,34.0,48.0,42.9,No,High
STU19239,Abhinav Singh,Female,17,Grade 11,Associate Degree,2.0,56.9,Yes,No,Completed,7.0,43.1,45.0,40.0,44.0,34.9,No,High
STU19240,Manav Joshi,Male,18,Grade 12,Bachelor's Degree,10.1,61.4,Yes,Yes,Not Completed,6.3,40.3,39.0,41.0,33.0,30.6,No,High
STU19241,Aryan Bhatt,Male,18,Grade 12,Associate Degree,15.6,87.7,Yes,Yes,Completed,7.4,62.7,74.0,52.0,71.0,64.2,Yes,Medium
STU19242,Mohit Reddy,Male,16,Grade 12,High School,6.5,96.7,Yes,No,Not Completed,7.7,46.7,56.0,55.0,40.0,58.4,Yes,Medium
STU19243,Manav Joshi,Female,19,Grade 11,High School,5.2,91.5,Yes,No,Completed,8.9,52.4,42.0,46.0,46.0,48.9,No,High
STU19244,Ritu Saxena,Male,19,Grade 10,Bachelor's Degree,3.9,58.3,Yes,Yes,Not Completed,6.2,35.0,35.0,25.0,43.0,35.7,No,High
STU19245,Preeti Reddy,Female,19,Grade 11,Associate Degree,7.1,88.6,No,Yes,Not Completed,5.6,50.9,48.0,49.0,46.0,46.6,No,High
STU19246,Anjali Srivastava,Female,16,Grade 12,Associate Degree,4.6,73.9,Yes,No,Not Completed,7.0,35.8,31.0,49.0,28.0,39.4,No,High
STU19247,Tanvi Singh,Female,19,Grade 11,Some College,8.0,52.3,No,No,Not Completed,8.6,35.0,39.0,45.0,36.0,34.3,No,High
STU19248,Lavanya Agarwal,Male,18,Grade 12,Bachelor's Degree,6.6,80.9,Yes,Yes,Not Completed,5.4,41.4,41.0,39.0,35.0,40.9,No,High
STU19249,Tara Malhotra,Male,16,Grade 12,Some College,10.7,85.9,Yes,Yes,Completed,7.8,65.8,52.0,63.0,67.0,63.6,Yes,Medium
STU19250,Kritika Jain,Male,17,Grade 12,High School,2.0,87.3,Yes,Yes,Not Completed,6.4,38.1,25.0,35.0,34.0,36.1,No,High
STU19251,Ritu Ghosh,Male,19,Grade 10,Master's Degree,5.1,61.6,Yes,No,Not Completed,7.0,40.5,30.0,32.0,42.0,43.3,No,High
STU19252,Preeti Das,Female,16,Grade 10,High School,22.1,83.1,Yes,Yes,Completed,7.6,61.4,56.0,58.0,56.0,60.8,Yes,Medium
STU19253,Rohan Shukla,Female,15,Grade 10,Bachelor's Degree,10.5,73.9,Yes,Yes,Completed,6.4,63.7,57.0,65.0,51.0,60.0,Yes,Medium
STU19254,Arjun Tiwari,Female,19,Grade 11,Master's Degree,8.5,58.4,No,Yes,Completed,6.1,45.8,41.0,35.0,31.0,33.2,No,High
STU19255,Mohit Bhatt,Female,18,Grade 10,Bachelor's Degree,8.4,89.6,Yes,Yes,Completed,5.9,60.7,59.0,54.0,50.0,54.2,Yes,High
STU19256,Karan Joshi,Male,18,Grade 11,High School,8.7,98.2,Yes,Yes,Not Completed,5.4,49.3,50.0,51.0,52.0,51.6,Yes,High
STU19257,Kritika Rao,Female,17,Grade 12,Master's Degree,6.3,88.7,Yes,Yes,Completed,7.6,55.6,44.0,50.0,52.0,48.7,No,High
STU19258,Rohan Bose,Male,18,Grade 10,Associate Degree,8.9,91.1,No,No,Not Completed,5.8,36.1,32.0,25.0,43.0,40.6,No,High
STU19259,Abhinav Sharma,Female,15,Grade 12,High School,6.1,96.5,No,Yes,Completed,6.5,51.0,55.0,52.0,43.0,55.6,Yes,Medium
STU19260,Rahul Pandey,Male,16,Grade 11,Bachelor's Degree,11.6,60.0,Yes,No,Not Completed,8.8,52.8,39.0,44.0,48.0,45.8,No,High
STU19261,Ishaan Kapoor,Male,17,Grade 12,Bachelor's Degree,3.3,92.8,Yes,No,Completed,5.9,57.2,51.0,57.0,70.0,66.4,Yes,Medium
STU19262,Gaurav Dutta,Male,18,Grade 11,Associate Degree,11.1,95.2,Yes,No,Completed,6.9,65.1,61.0,48.0,63.0,57.8,Yes,Medium
STU19263,Preeti Malhotra,Male,19,Grade 10,Some College,14.1,66.2,Yes,Yes,Completed,5.9,53.4,62.0,57.0,48.0,55.1,Yes,Medium
STU19264,Rohan Pandey,Female,18,Grade 10,High School,4.9,72.6,Yes,No,Not Completed,6.6,35.0,28.0,30.0,28.0,31.2,No,High
STU19265,Kritika Pillai,Female,17,Grade 10,Associate Degree,12.0,65.8,Yes,Yes,Not Completed,8.4,35.0,44.0,30.0,38.0,38.7,No,High
STU19266,Riya Agarwal,Male,16,Grade 10,Associate Degree,6.7,59.1,Yes,No,Not Completed,6.5,41.7,46.0,38.0,42.0,49.5,No,High
STU19267,Karan Choudhary,Male,18,Grade 11,Associate Degree,11.5,87.4,Yes,No,Not Completed,7.5,46.8,38.0,53.0,51.0,47.9,No,High
STU19268,Swati Srivastava,Male,18,Grade 11,Bachelor's Degree,6.9,84.5,Yes,No,Not Completed,6.9,51.7,40.0,45.0,50.0,40.6,No,High
STU19269,Nisha Tiwari,Female,18,Grade 11,Associate Degree,7.4,58.8,Yes,No,Not Completed,7.8,39.9,49.0,25.0,31.0,35.2,No,High
STU19270,Varun Das,Male,15,Grade 10,Associate Degree,13.7,91.6,No,Yes,Not Completed,5.4,54.1,55.0,55.0,53.0,58.1,Yes,Medium
STU19271,Mohit Reddy,Female,17,Grade 12,High School,12.2,81.1,Yes,Yes,Not Completed,8.0,58.7,49.0,48.0,59.0,63.5,Yes,Medium
STU19272,Deepika Dutta,Male,19,Grade 10,Some College,2.9,50.8,Yes,No,Not Completed,6.0,35.0,38.0,32.0,31.0,35.4,No,High
STU19273,Rahul Sharma,Male,18,Grade 10,Bachelor's Degree,15.1,66.6,Yes,No,Not Completed,6.0,60.6,62.0,64.0,61.0,66.7,Yes,Medium
STU19274,Abhinav Kapoor,Female,18,Grade 10,Bachelor's Degree,22.7,92.0,Yes,Yes,Not Completed,6.3,71.2,65.0,73.0,65.0,73.5,Yes,Medium
STU19275,Mohit Bose,Female,18,Grade 11,Master's Degree,16.1,77.5,Yes,Yes,Not Completed,5.2,71.4,74.0,67.0,69.0,75.0,Yes,Low
STU19276,Zara Sheikh,Male,19,Grade 11,Master's Degree,9.0,74.1,No,No,Not Completed,7.7,59.4,52.0,59.0,57.0,48.9,No,High
STU19277,Mohit Dhawan,Male,16,Grade 12,Some College,5.7,73.8,Yes,Yes,Not Completed,6.1,41.2,38.0,49.0,33.0,47.1,No,High
STU19278,Sneha Pillai,Female,16,Grade 11,Bachelor's Degree,8.6,93.3,Yes,No,Not Completed,7.1,59.9,52.0,63.0,62.0,56.2,Yes,Medium
STU19279,Dev Khan,Male,18,Grade 12,High School,8.0,96.3,Yes,Yes,Completed,7.9,49.8,53.0,56.0,54.0,55.6,Yes,Medium
STU19280,Mohit Iyer,Female,16,Grade 10,Some College,8.1,87.0,Yes,Yes,Not Completed,6.4,48.8,39.0,38.0,52.0,46.0,No,High
STU19281,Nikhil Banerjee,Male,19,Grade 11,Associate Degree,6.3,96.1,Yes,No,Not Completed,6.1,48.3,38.0,38.0,40.0,49.0,No,High
STU19282,Preeti Verma,Male,17,Grade 12,Associate Degree,14.6,76.3,Yes,Yes,Completed,7.9,53.7,42.0,46.0,54.0,55.7,Yes,Medium
STU19283,Harsh Jain,Male,16,Grade 11,Bachelor's Degree,6.7,87.2,Yes,Yes,Not Completed,7.0,44.6,33.0,38.0,46.0,41.0,No,High
STU19284,Sanjay Sharma,Male,19,Grade 10,Some College,5.4,87.2,Yes,No,Completed,6.4,63.7,62.0,61.0,68.0,62.0,Yes,Medium
STU19285,Anjali Singh,Male,16,Grade 12,Associate Degree,9.8,89.1,Yes,Yes,Completed,5.8,53.7,52.0,59.0,48.0,51.3,Yes,High
STU19286,Gaurav Choudhary,Male,18,Grade 11,High School,4.2,97.3,Yes,Yes,Not Completed,4.7,54.4,44.0,54.0,57.0,54.2,Yes,High
STU19287,Simran Bhatt,Female,16,Grade 12,Bachelor's Degree,7.3,83.4,Yes,No,Completed,7.1,48.5,42.0,46.0,44.0,43.0,No,High
STU19288,Siddharth Joshi,Male,19,Grade 12,Bachelor's Degree,12.9,83.2,Yes,Yes,Not Completed,7.7,54.8,57.0,55.0,55.0,53.7,Yes,High
STU19289,Abhinav Sen,Female,18,Grade 12,High School,20.5,69.2,Yes,Yes,Completed,8.0,56.1,56.0,52.0,50.0,48.8,No,High
STU19290,Kavya Nair,Male,16,Grade 11,High School,16.0,92.6,Yes,Yes,Not Completed,7.5,64.1,60.0,62.0,65.0,64.4,Yes,Medium
STU19291,Tanvi Sheikh,Male,17,Grade 10,High School,11.4,61.7,Yes,No,Completed,7.6,45.9,35.0,46.0,43.0,41.0,No,High
