student_id,name,gender,age,grade_level,parental_education,study_hours_per_week,attendance_rate,internet_access,extracurricular_activities,test_prep_course,sleep_hours,previous_score,math_score,science_score,english_score,final_score,passed,risk_level,stem_average,overall_subject_avg,study_attendance_index,score_delta
STU21672,Shreya Saxena,Male,16,Grade 10,High School,3.5,84.4,Yes,Yes,Not Completed,7.4,35.0,32.0,25.0,43.0,37.5,No,High,28.5,33.3,2.95,2.5
STU21673,Nisha Agarwal,Male,17,Grade 12,High School,2.5,86.7,Yes,No,Not Completed,7.2,41.3,33.0,47.0,39.0,44.2,No,High,40.0,39.7,2.17,2.9
STU21674,Preeti Pandey,Female,19,Grade 11,Some College,4.4,77.6,Yes,Yes,Not Completed,9.0,35.3,25.0,37.0,30.0,35.4,No,High,31.0,30.7,3.41,0.1
STU21675,Zara Pandey,Male,16,Grade 10,High School,4.9,51.5,Yes,No,Not Completed,7.9,35.0,42.0,32.0,40.0,39.0,No,High,37.0,38.0,2.52,4.0
STU21676,Kritika Mehta,Male,19,Grade 10,Associate Degree,12.0,90.8,Yes,Yes,Completed,6.8,64.8,48.0,66.0,64.0,57.2,Yes,Medium,57.0,59.3,10.9,-7.6
STU21677,Kritika Bose,Male,17,Grade 10,Bachelor's Degree,15.0,90.3,Yes,No,Not Completed,6.9,61.2,65.0,68.0,63.0,64.8,Yes,Medium,66.5,65.3,13.54,3.6
STU21678,Pooja Ghosh,Male,16,Grade 11,Bachelor's Degree,9.4,84.0,Yes,Yes,Completed,7.0,59.2,60.0,58.0,53.0,60.0,Yes,Medium,59.0,57.0,7.9,0.8
STU21679,Tara Banerjee,Male,19,Grade 12,Bachelor's Degree,8.1,73.6,Yes,No,Not Completed,6.1,49.9,51.0,45.0,49.0,47.7,No,High,48.0,48.3,5.96,-2.2
STU21680,Riya Pandey,Male,17,Grade 12,High School,5.3,98.1,Yes,Yes,Completed,7.1,53.6,56.0,49.0,48.0,51.0,Yes,High,52.5,51.0,5.2,-2.6
STU21681,Nikhil Dubey,Male,17,Grade 11,Bachelor's Degree,5.1,94.6,Yes,Yes,Completed,6.7,65.9,56.0,66.0,63.0,63.3,Yes,Medium,61.0,61.7,4.82,-2.6
STU21682,Tara Bhatt,Male,17,Grade 12,Master's Degree,4.0,75.6,Yes,Yes,Completed,6.6,50.7,57.0,49.0,47.0,52.6,Yes,High,53.0,51.0,3.02,1.9
STU21683,Shreya Ghosh,Female,17,Grade 10,Associate Degree,6.5,86.4,No,No,Completed,7.3,55.0,53.0,53.0,44.0,55.3,Yes,Medium,53.0,50.0,5.62,0.3
STU21684,Neha Bhatt,Male,15,Grade 11,Bachelor's Degree,7.9,57.9,Yes,No,Not Completed,7.5,45.5,53.0,42.0,42.0,44.2,No,High,47.5,45.7,4.57,-1.3
STU21685,Lavanya Sen,Male,17,Grade 11,Bachelor's Degree,9.1,45.8,Yes,Yes,Not Completed,7.4,35.0,39.0,33.0,28.0,43.9,No,High,36.0,33.3,4.17,8.9
STU21686,Vikram Nair,Male,19,Grade 12,High School,3.8,70.3,Yes,Yes,Completed,7.0,35.1,33.0,32.0,46.0,40.8,No,High,32.5,37.0,2.67,5.7
STU21687,Aarav Deshmukh,Female,17,Grade 11,Master's Degree,7.8,71.8,Yes,No,Not Completed,7.5,48.4,54.0,37.0,48.0,47.5,No,High,45.5,46.3,5.6,-0.9
STU21688,Kartik Pillai,Female,17,Grade 10,Some College,10.3,77.4,Yes,Yes,Not Completed,6.2,58.6,58.0,49.0,47.0,55.5,Yes,Medium,53.5,51.3,7.97,-3.1
STU21689,Tara Tiwari,Male,19,Grade 11,High School,2.0,81.9,Yes,Yes,Completed,6.7,38.8,39.0,39.0,41.0,37.5,No,High,39.0,39.7,1.64,-1.3
STU21690,Ritu Pandey,Female,19,Grade 10,High School,12.3,85.8,No,No,Not Completed,6.9,57.5,47.0,57.0,59.0,53.4,Yes,High,52.0,54.3,10.55,-4.1
STU21691,Pooja Sheikh,Male,15,Grade 12,Associate Degree,12.5,48.8,Yes,No,Not Completed,6.6,41.8,33.0,27.0,46.0,35.6,No,High,30.0,35.3,6.1,-6.2
STU21692,Abhinav Jain,Female,19,Grade 12,Associate Degree,5.4,94.2,Yes,Yes,Not Completed,7.9,51.9,38.0,58.0,50.0,53.1,Yes,High,48.0,48.7,5.09,1.2
STU21693,Riya Chopra,Male,15,Grade 12,Bachelor's Degree,9.1,77.2,Yes,Yes,Not Completed,4.3,46.2,59.0,47.0,56.0,52.2,Yes,High,53.0,54.0,7.03,6.0
STU21694,Aryan Nair,Male,16,Grade 11,Associate Degree,2.0,90.1,Yes,No,Completed,7.2,54.6,48.0,55.0,43.0,48.0,No,High,51.5,48.7,1.8,-6.6
STU21695,Tanvi Sharma,Female,15,Grade 12,Associate Degree,8.3,76.3,Yes,No,Not Completed,7.4,43.3,46.0,45.0,40.0,43.4,No,High,45.5,43.7,6.33,0.1
STU21696,Ritu Mehta,Female,17,Grade 10,Some College,5.9,97.7,Yes,Yes,Completed,5.5,39.4,36.0,36.0,38.0,45.2,No,High,36.0,36.7,5.76,5.8
STU21697,Meera Kapoor,Female,19,Grade 10,Some College,2.0,74.9,Yes,Yes,Not Completed,7.7,35.0,35.0,38.0,37.0,31.8,No,High,36.5,36.7,1.5,-3.2
STU21698,Riya Dutta,Male,17,Grade 12,Associate Degree,5.0,93.4,Yes,No,Not Completed,8.9,38.2,39.0,48.0,35.0,38.3,No,High,43.5,40.7,4.67,0.1
STU21699,Siddharth Malhotra,Male,18,Grade 10,Associate Degree,2.0,49.3,No,Yes,Not Completed,6.5,35.0,25.0,28.0,34.0,31.1,No,High,26.5,29.0,0.99,-3.9
STU21700,Karan Nair,Male,19,Grade 11,Master's Degree,2.4,86.6,Yes,Yes,Completed,8.1,37.3,34.0,31.0,43.0,39.5,No,High,32.5,36.0,2.08,2.2
STU21701,Rahul Dutta,Male,15,Grade 11,Master's Degree,5.6,70.4,Yes,Yes,Not Completed,7.0,43.5,29.0,41.0,46.0,37.1,No,High,35.0,38.7,3.94,-6.4
STU21702,Mohit Nair,Female,19,Grade 11,Associate Degree,5.0,96.2,Yes,Yes,Not Completed,5.8,45.3,37.0,41.0,45.0,46.1,No,High,39.0,41.0,4.81,0.8
STU21703,Simran Khan,Female,19,Grade 11,Some College,6.6,89.9,Yes,No,Completed,6.1,55.6,49.0,55.0,49.0,49.8,No,High,52.0,51.0,5.93,-5.8
STU21704,Dev Choudhary,Male,19,Grade 12,Associate Degree,17.2,84.3,Yes,Yes,Not Completed,7.9,62.1,60.0,62.0,60.0,56.7,Yes,Medium,61.0,60.7,14.5,-5.4
STU21705,Aryan Bose,Female,18,Grade 12,Associate Degree,4.1,79.8,Yes,No,Completed,7.5,43.3,51.0,42.0,49.0,50.8,Yes,High,46.5,47.3,3.27,7.5
STU21706,Nikhil Choudhary,Male,19,Grade 12,High School,24.4,45.0,No,Yes,Not Completed,5.9,43.9,43.0,46.0,42.0,37.5,No,High,44.5,43.7,10.98,-6.4
STU21707,Tanvi Verma,Female,19,Grade 12,Associate Degree,7.8,51.6,Yes,No,Not Completed,7.0,46.8,49.0,45.0,50.0,51.8,Yes,High,47.0,48.0,4.02,5.0
STU21708,Aman Deshmukh,Female,16,Grade 10,Bachelor's Degree,5.4,75.6,Yes,Yes,Not Completed,7.5,51.0,54.0,56.0,59.0,51.9,Yes,High,55.0,56.3,4.08,0.9
STU21709,Akash Gupta,Female,19,Grade 10,Some College,2.0,79.9,Yes,Yes,Not Completed,7.0,35.0,36.0,28.0,37.0,36.5,No,High,32.0,33.7,1.6,1.5
STU21710,Shreya Mishra,Male,16,Grade 10,Associate Degree,6.6,84.5,Yes,Yes,Not Completed,5.6,40.1,26.0,35.0,59.0,43.9,No,High,30.5,40.0,5.58,3.8
STU21711,Meera Joshi,Male,19,Grade 11,Some College,3.7,79.8,Yes,No,Completed,4.8,60.4,61.0,50.0,53.0,51.2,Yes,High,55.5,54.7,2.95,-9.2
STU21712,Kavya Agarwal,Male,15,Grade 12,High School,2.9,68.4,Yes,Yes,Completed,7.4,49.8,44.0,41.0,49.0,45.3,No,High,42.5,44.7,1.98,-4.5
STU21713,Varun Roy,Female,15,Grade 11,Bachelor's Degree,11.4,85.7,Yes,No,Not Completed,6.7,52.7,52.0,59.0,57.0,58.7,Yes,Medium,55.5,56.0,9.77,6.0
STU21714,Mohit Sharma,Male,17,Grade 12,Some College,15.7,47.5,Yes,Yes,Not Completed,7.9,42.8,43.0,34.0,42.0,40.9,No,High,38.5,39.7,7.46,-1.9
STU21715,Siddharth Nair,Male,17,Grade 10,High School,9.9,88.5,Yes,Yes,Not Completed,5.3,51.9,59.0,46.0,40.0,50.1,Yes,High,52.5,48.3,8.76,-1.8
STU21716,Priya Khan,Male,17,Grade 12,High School,16.2,89.6,Yes,Yes,Completed,6.8,62.7,56.0,57.0,70.0,70.0,Yes,Medium,56.5,61.0,14.52,7.3
STU21717,Nisha Tiwari,Male,17,Grade 12,High School,20.7,72.0,Yes,Yes,Completed,6.0,66.4,73.0,60.0,67.0,64.6,Yes,Medium,66.5,66.7,14.9,-1.8
STU21718,Anjali Dhawan,Female,15,Grade 10,Some College,5.8,86.0,Yes,Yes,Completed,6.7,50.9,52.0,52.0,44.0,51.9,Yes,High,52.0,49.3,4.99,1.0
STU21719,Preeti Mishra,Female,15,Grade 12,High School,5.8,80.0,Yes,No,Not Completed,5.5,40.7,43.0,25.0,42.0,41.3,No,High,34.0,36.7,4.64,0.6
STU21720,Kartik Saxena,Female,19,Grade 10,Associate Degree,12.3,46.2,No,Yes,Not Completed,4.8,35.0,37.0,25.0,40.0,39.9,No,High,31.0,34.0,5.68,4.9
STU21721,Varun Bhatt,Male,17,Grade 12,Associate Degree,8.4,84.8,No,No,Completed,6.8,40.7,43.0,31.0,45.0,34.8,No,High,37.0,39.7,7.12,-5.9
STU21722,Rohan Pillai,Male,16,Grade 11,High School,8.3,85.2,Yes,No,Completed,8.4,59.8,48.0,61.0,48.0,53.2,Yes,High,54.5,52.3,7.07,-6.6
STU21723,Tanvi Gupta,Male,17,Grade 10,Associate Degree,3.8,89.7,Yes,Yes,Not Completed,8.4,44.5,42.0,42.0,48.0,48.3,No,High,42.0,44.0,3.41,3.8
STU21724,Tanvi Krishnan,Female,19,Grade 10,Associate Degree,13.8,68.5,Yes,No,Not Completed,6.5,53.0,54.0,55.0,40.0,47.3,No,High,54.5,49.7,9.45,-5.7
STU21725,Lavanya Khan,Male,18,Grade 10,High School,10.5,78.3,Yes,No,Completed,8.0,49.3,49.0,56.0,56.0,56.9,Yes,Medium,52.5,53.7,8.22,7.6
STU21726,Harsh Dutta,Male,15,Grade 12,Bachelor's Degree,3.8,56.8,Yes,Yes,Completed,8.1,35.6,36.0,34.0,33.0,32.8,No,High,35.0,34.3,2.16,-2.8
STU21727,Zara Joshi,Male,19,Grade 11,High School,16.2,82.0,Yes,Yes,Completed,5.7,64.8,71.0,69.0,56.0,67.5,Yes,Medium,70.0,65.3,13.28,2.7
STU21728,Meera Agarwal,Male,15,Grade 10,Bachelor's Degree,6.3,98.0,Yes,Yes,Completed,4.6,65.3,57.0,76.0,65.0,70.1,Yes,Medium,66.5,66.0,6.17,4.8
STU21729,Varun Tiwari,Female,18,Grade 12,High School,4.5,89.7,Yes,Yes,Not Completed,5.1,37.1,38.0,31.0,49.0,42.9,No,High,34.5,39.3,4.04,5.8
STU21730,Karan Khan,Male,19,Grade 10,Some College,6.7,79.9,Yes,No,Completed,7.5,49.0,56.0,44.0,50.0,52.8,Yes,High,50.0,50.0,5.35,3.8
STU21731,Shreya Pillai,Female,18,Grade 12,Associate Degree,14.1,90.8,Yes,Yes,Not Completed,6.1,68.8,64.0,68.0,64.0,62.0,Yes,Medium,66.0,65.3,12.8,-6.8
STU21732,Ritu Malhotra,Female,18,Grade 12,Some College,6.3,90.6,Yes,Yes,Completed,7.6,69.8,66.0,72.0,64.0,76.0,Yes,Low,69.0,67.3,5.71,6.2
STU21733,Mohit Krishnan,Male,18,Grade 12,Some College,19.8,88.4,No,Yes,Completed,8.1,59.8,54.0,59.0,57.0,60.9,Yes,Medium,56.5,56.7,17.5,1.1
STU21734,Swati Tiwari,Female,18,Grade 10,Bachelor's Degree,17.7,86.0,Yes,Yes,Not Completed,6.7,64.2,53.0,77.0,65.0,71.2,Yes,Medium,65.0,65.0,15.22,7.0
STU21735,Bhavna Kapoor,Male,18,Grade 10,Some College,2.9,90.5,Yes,Yes,Not Completed,8.3,43.1,34.0,44.0,37.0,45.6,No,High,39.0,38.3,2.62,2.5
STU21736,Priya Sharma,Female,16,Grade 11,High School,9.1,72.8,Yes,Yes,Completed,5.6,57.3,59.0,71.0,46.0,59.8,Yes,Medium,65.0,58.7,6.62,2.5
STU21737,Vikram Malhotra,Female,19,Grade 11,High School,5.5,71.1,Yes,No,Not Completed,8.1,39.0,41.0,34.0,29.0,46.4,No,High,37.5,34.7,3.91,7.4
STU21738,Aisha Dutta,Male,19,Grade 10,Bachelor's Degree,5.7,85.5,Yes,No,Not Completed,7.3,42.5,43.0,40.0,53.0,49.0,No,High,41.5,45.3,4.87,6.5
STU21739,Tanvi Das,Female,17,Grade 12,Master's Degree,10.8,79.9,Yes,No,Not Completed,6.5,52.1,40.0,51.0,42.0,49.5,No,High,45.5,44.3,8.63,-2.6
STU21740,Rahul Banerjee,Male,18,Grade 10,Bachelor's Degree,11.1,88.1,Yes,Yes,Not Completed,6.4,60.0,53.0,66.0,56.0,58.0,Yes,Medium,59.5,58.3,9.78,-2.0
STU21741,Nisha Das,Male,19,Grade 12,Bachelor's Degree,5.7,88.8,Yes,Yes,Completed,7.6,65.1,61.0,78.0,54.0,64.4,Yes,Medium,69.5,64.3,5.06,-0.7
STU21742,Gaurav Dhawan,Female,16,Grade 12,Bachelor's Degree,3.4,61.3,No,Yes,Not Completed,7.0,42.2,33.0,43.0,28.0,36.9,No,High,38.0,34.7,2.08,-5.3
STU21743,Varun Das,Male,15,Grade 10,Some College,6.9,72.4,Yes,Yes,Not Completed,7.7,43.1,50.0,41.0,36.0,47.4,No,High,45.5,42.3,5.0,4.3
STU21744,Neha Chatterjee,Female,15,Grade 10,Bachelor's Degree,13.5,86.8,Yes,Yes,Completed,8.1,69.0,75.0,72.0,74.0,79.1,Yes,Low,73.5,73.7,11.72,10.1
STU21745,Sanjay Choudhary,Female,18,Grade 12,Some College,7.1,99.1,No,Yes,Not Completed,5.5,41.7,36.0,49.0,51.0,42.3,No,High,42.5,45.3,7.04,0.6
STU21746,Karan Mehta,Female,16,Grade 10,Bachelor's Degree,5.7,87.2,Yes,No,Completed,7.2,43.3,42.0,42.0,40.0,48.2,No,High,42.0,41.3,4.97,4.9
STU21747,Simran Iyer,Female,17,Grade 10,Some College,10.6,83.8,Yes,No,Not Completed,6.5,49.5,48.0,42.0,38.0,47.5,No,High,45.0,42.7,8.88,-2.0
STU21748,Abhinav Srivastava,Female,18,Grade 10,High School,7.0,58.6,Yes,Yes,Not Completed,9.8,35.0,34.0,30.0,36.0,31.4,No,High,32.0,33.3,4.1,-3.6
STU21749,Diya Ghosh,Male,19,Grade 11,Associate Degree,6.9,77.1,Yes,Yes,Not Completed,7.3,41.7,40.0,41.0,28.0,45.8,No,High,40.5,36.3,5.32,4.1
STU21750,Kavya Iyer,Male,19,Grade 12,Bachelor's Degree,4.5,70.4,No,Yes,Not Completed,6.1,37.9,44.0,25.0,47.0,36.9,No,High,34.5,38.7,3.17,-1.0
STU21751,Rohan Chopra,Female,16,Grade 12,Bachelor's Degree,4.7,81.7,Yes,Yes,Not Completed,9.2,40.4,37.0,48.0,42.0,39.1,No,High,42.5,42.3,3.84,-1.3
STU21752,Riya Kapoor,Female,19,Grade 10,Bachelor's Degree,16.4,87.0,Yes,Yes,Completed,6.5,75.4,77.0,76.0,55.0,72.6,Yes,Medium,76.5,69.3,14.27,-2.8
STU21753,Riya Singh,Male,17,Grade 12,High School,4.8,90.2,Yes,Yes,Not Completed,6.8,36.1,31.0,42.0,33.0,37.3,No,High,36.5,35.3,4.33,1.2
STU21754,Aryan Iyer,Male,15,Grade 12,Bachelor's Degree,7.8,75.4,No,Yes,Not Completed,7.0,35.0,36.0,38.0,35.0,39.6,No,High,37.0,36.3,5.88,4.6
STU21755,Shreya Chopra,Female,18,Grade 11,Bachelor's Degree,18.6,73.2,Yes,Yes,Not Completed,8.0,56.2,32.0,60.0,54.0,45.7,No,High,46.0,48.7,13.62,-10.5
STU21756,Kritika Pandey,Male,15,Grade 10,High School,6.3,88.7,No,No,Completed,6.5,44.9,52.0,47.0,46.0,53.6,Yes,High,49.5,48.3,5.59,8.7
STU21757,Aryan Verma,Male,19,Grade 12,Bachelor's Degree,7.8,68.7,Yes,Yes,Not Completed,7.4,35.5,41.0,39.0,31.0,39.7,No,High,40.0,37.0,5.36,4.2
STU21758,Priya Sharma,Female,19,Grade 11,Associate Degree,16.8,74.2,Yes,Yes,Completed,4.0,64.5,61.0,62.0,61.0,61.1,Yes,Medium,61.5,61.3,12.47,-3.4
STU21759,Ishaan Malhotra,Male,15,Grade 11,Associate Degree,9.7,71.7,Yes,No,Completed,7.5,62.0,52.0,59.0,69.0,59.7,Yes,Medium,55.5,60.0,6.95,-2.3
STU21760,Rohan Krishnan,Female,15,Grade 10,Bachelor's Degree,5.2,98.0,No,No,Not Completed,5.9,49.9,50.0,50.0,42.0,52.1,Yes,High,50.0,47.3,5.1,2.2
STU21761,Shreya Ghosh,Male,16,Grade 11,Some College,4.8,89.8,Yes,No,Not Completed,8.5,45.9,50.0,29.0,31.0,38.8,No,High,39.5,36.7,4.31,-7.1
STU21762,Rohan Choudhary,Female,17,Grade 12,Associate Degree,9.7,83.0,Yes,Yes,Completed,7.0,50.5,49.0,47.0,49.0,54.3,Yes,High,48.0,48.3,8.05,3.8
STU21763,Mohit Das,Female,17,Grade 12,Some College,6.2,69.7,Yes,Yes,Not Completed,7.1,36.8,36.0,41.0,35.0,38.5,No,High,38.5,37.3,4.32,1.7
STU21764,Abhinav Joshi,Male,16,Grade 10,High School,8.4,80.5,Yes,No,Completed,7.6,44.6,49.0,28.0,45.0,38.8,No,High,38.5,40.7,6.76,-5.8
STU21765,Kavya Pandey,Female,16,Grade 11,High School,12.4,45.0,Yes,Yes,Completed,7.0,43.3,44.0,63.0,31.0,41.3,No,High,53.5,46.0,5.58,-2.0
STU21766,Kartik Mehta,Female,15,Grade 10,Some College,8.0,67.2,Yes,Yes,Not Completed,7.2,41.6,27.0,41.0,39.0,33.9,No,High,34.0,35.7,5.38,-7.7
STU21767,Abhinav Rao,Female,19,Grade 12,Associate Degree,6.0,61.6,Yes,Yes,Not Completed,7.0,45.9,49.0,37.0,54.0,45.2,No,High,43.0,46.7,3.7,-0.7
STU21768,Shreya Roy,Male,19,Grade 11,High School,12.8,75.4,Yes,Yes,Completed,7.6,49.0,40.0,52.0,46.0,52.3,Yes,High,46.0,46.0,9.65,3.3
STU21769,Aryan Sheikh,Female,15,Grade 10,High School,9.2,80.0,No,Yes,Not Completed,5.3,46.4,45.0,45.0,37.0,40.0,No,High,45.0,42.3,7.36,-6.4
STU21770,Siddharth Srivastava,Female,15,Grade 11,Bachelor's Degree,5.8,79.2,No,No,Completed,7.8,45.4,46.0,39.0,46.0,43.3,No,High,42.5,43.7,4.59,-2.1
STU21771,Ishaan Gupta,Female,15,Grade 10,Some College,5.7,68.4,Yes,Yes,Not Completed,8.8,35.0,39.0,34.0,28.0,32.1,No,High,36.5,33.7,3.9,-2.9
STU21772,Simran Sharma,Male,18,Grade 11,Master's Degree,13.3,79.8,Yes,Yes,Completed,5.2,63.6,56.0,65.0,60.0,59.5,Yes,Medium,60.5,60.3,10.61,-4.1
STU21773,Aryan Rao,Female,18,Grade 10,Some College,5.0,66.9,Yes,Yes,Not Completed,6.4,35.0,39.0,43.0,45.0,44.0,No,High,41.0,42.3,3.34,9.0
STU21774,Akash Malhotra,Female,16,Grade 12,High School,5.8,76.7,Yes,No,Not Completed,8.8,40.6,34.0,35.0,39.0,40.8,No,High,34.5,36.0,4.45,0.2
STU21775,Tanvi Gupta,Female,15,Grade 10,Master's Degree,10.7,74.4,Yes,Yes,Not Completed,4.9,61.7,65.0,48.0,56.0,49.7,No,High,56.5,56.3,7.96,-12.0
STU21776,Simran Tiwari,Male,19,Grade 12,Bachelor's Degree,9.6,74.0,Yes,Yes,Not Completed,5.5,53.0,45.0,49.0,65.0,50.0,Yes,High,47.0,53.0,7.1,-3.0
STU21777,Kritika Deshmukh,Female,19,Grade 10,Master's Degree,5.5,96.7,No,Yes,Not Completed,4.7,62.2,76.0,52.0,49.0,65.5,Yes,Medium,64.0,59.0,5.32,3.3
STU21778,Akash Joshi,Male,19,Grade 12,Some College,5.2,99.3,Yes,Yes,Completed,8.3,51.5,47.0,53.0,51.0,53.6,Yes,High,50.0,50.3,5.16,2.1
STU21779,Kritika Tiwari,Male,17,Grade 12,Bachelor's Degree,5.1,96.7,No,Yes,Completed,6.8,45.5,35.0,44.0,34.0,41.9,No,High,39.5,37.7,4.93,-3.6
STU21780,Sanjay Dutta,Male,19,Grade 11,Bachelor's Degree,4.4,68.3,Yes,No,Not Completed,5.8,40.2,59.0,46.0,34.0,44.3,No,High,52.5,46.3,3.01,4.1
STU21781,Diya Pandey,Male,18,Grade 10,High School,12.5,94.7,Yes,No,Not Completed,10.0,54.2,58.0,45.0,53.0,52.7,Yes,High,51.5,52.0,11.84,-1.5
STU21782,Mohit Singh,Male,18,Grade 11,High School,3.0,83.5,Yes,Yes,Completed,9.0,43.6,45.0,52.0,48.0,49.8,No,High,48.5,48.3,2.5,6.2
STU21783,Pooja Malhotra,Female,18,Grade 11,Some College,15.3,88.5,Yes,Yes,Not Completed,7.6,63.0,67.0,58.0,57.0,57.6,Yes,Medium,62.5,60.7,13.54,-5.4
STU21784,Manav Choudhary,Male,19,Grade 10,Some College,5.3,82.2,Yes,No,Completed,7.9,54.2,53.0,43.0,55.0,51.0,Yes,High,48.0,50.3,4.36,-3.2
STU21785,Rahul Jain,Male,15,Grade 11,Associate Degree,2.9,62.2,Yes,No,Not Completed,7.0,35.0,30.0,31.0,39.0,33.4,No,High,30.5,33.3,1.8,-1.6
STU21786,Pooja Tiwari,Male,18,Grade 12,Bachelor's Degree,2.0,56.6,Yes,No,Not Completed,6.9,35.0,28.0,31.0,30.0,36.2,No,High,29.5,29.7,1.13,1.2
STU21787,Aisha Ghosh,Male,19,Grade 10,Associate Degree,7.7,58.0,Yes,Yes,Not Completed,8.2,44.0,37.0,41.0,49.0,42.4,No,High,39.0,42.3,4.47,-1.6
STU21788,Aryan Deshmukh,Female,17,Grade 10,Bachelor's Degree,6.2,98.6,No,Yes,Not Completed,6.0,45.7,44.0,55.0,45.0,50.7,Yes,High,49.5,48.0,6.11,5.0
STU21789,Preeti Chopra,Male,17,Grade 11,Master's Degree,24.1,64.9,No,No,Not Completed,8.7,65.4,66.0,61.0,63.0,65.3,Yes,Medium,63.5,63.3,15.64,-0.1
STU21790,Karan Patel,Female,15,Grade 11,Master's Degree,2.6,94.9,Yes,Yes,Completed,9.0,46.6,48.0,49.0,51.0,54.8,Yes,High,48.5,49.3,2.47,8.2
STU21791,Kavya Joshi,Male,19,Grade 11,High School,7.4,71.4,Yes,No,Completed,6.7,48.1,61.0,50.0,39.0,54.6,Yes,High,55.5,50.0,5.28,6.5
STU21792,Diya Reddy,Female,19,Grade 10,Some College,7.9,69.4,Yes,No,Not Completed,8.2,38.1,35.0,31.0,30.0,41.4,No,High,33.0,32.0,5.48,3.3
STU21793,Dev Menon,Male,17,Grade 11,Associate Degree,8.8,84.1,Yes,No,Completed,7.0,57.6,70.0,63.0,57.0,65.5,Yes,Medium,66.5,63.3,7.4,7.9
STU21794,Bhavna Choudhary,Female,18,Grade 11,Bachelor's Degree,13.2,63.5,No,Yes,Completed,5.8,50.3,49.0,36.0,52.0,42.2,No,High,42.5,45.7,8.38,-8.1
STU21795,Aman Malhotra,Male,15,Grade 11,Some College,3.0,97.2,Yes,Yes,Not Completed,8.2,48.1,38.0,36.0,44.0,41.3,No,High,37.0,39.3,2.92,-6.8
STU21796,Rahul Verma,Female,17,Grade 10,Bachelor's Degree,5.4,45.6,Yes,No,Not Completed,4.9,35.0,34.0,32.0,39.0,33.4,No,High,33.0,35.0,2.46,-1.6
STU21797,Ishaan Deshmukh,Female,16,Grade 12,Associate Degree,14.1,63.1,Yes,Yes,Completed,6.3,53.8,48.0,52.0,55.0,56.4,Yes,Medium,50.0,51.7,8.9,2.6
STU21798,Swati Agarwal,Male,15,Grade 10,High School,7.0,57.5,Yes,No,Not Completed,8.1,35.0,25.0,36.0,30.0,31.0,No,High,30.5,30.3,4.03,-4.0
STU21799,Aryan Das,Female,16,Grade 10,Some College,5.7,88.6,No,Yes,Not Completed,7.9,36.2,29.0,40.0,33.0,37.8,No,High,34.5,34.0,5.05,1.6
STU21800,Lavanya Verma,Female,18,Grade 11,Associate Degree,6.2,78.8,No,No,Not Completed,8.7,44.9,53.0,43.0,45.0,51.5,Yes,High,48.0,47.0,4.89,6.6
STU21801,Vikram Sen,Male,17,Grade 10,Some College,12.6,77.1,Yes,Yes,Not Completed,5.7,51.0,40.0,56.0,48.0,51.7,Yes,High,48.0,48.0,9.71,0.7
STU21802,Aman Singh,Female,18,Grade 10,High School,8.9,86.5,Yes,No,Completed,7.6,47.7,45.0,39.0,51.0,51.0,Yes,High,42.0,45.0,7.7,3.3
STU21803,Ishaan Iyer,Male,18,Grade 10,Some College,9.9,80.0,Yes,No,Not Completed,6.1,39.3,35.0,34.0,43.0,41.5,No,High,34.5,37.3,7.92,2.2
STU21804,Dev Khan,Female,15,Grade 10,High School,12.2,87.0,Yes,Yes,Completed,7.4,56.7,48.0,59.0,50.0,59.5,Yes,Medium,53.5,52.3,10.61,2.8
STU21805,Bhavna Rao,Female,18,Grade 11,Bachelor's Degree,3.5,82.8,No,No,Completed,9.6,56.4,54.0,63.0,43.0,52.3,Yes,High,58.5,53.3,2.9,-4.1
STU21806,Nikhil Dubey,Female,18,Grade 10,Bachelor's Degree,4.2,95.1,Yes,No,Not Completed,7.4,41.9,40.0,39.0,38.0,51.3,Yes,High,39.5,39.0,3.99,9.4
STU21807,Ishaan Joshi,Male,17,Grade 10,High School,5.5,67.5,Yes,Yes,Not Completed,9.3,35.0,25.0,28.0,29.0,33.6,No,High,26.5,27.3,3.71,-1.4
STU21808,Sanjay Singh,Male,19,Grade 12,High School,9.3,84.0,Yes,No,Not Completed,7.0,48.0,43.0,30.0,40.0,38.9,No,High,36.5,37.7,7.81,-9.1
STU21809,Preeti Dutta,Female,19,Grade 10,High School,12.3,89.7,Yes,No,Not Completed,6.9,52.4,45.0,48.0,53.0,53.0,Yes,High,46.5,48.7,11.03,0.6
STU21810,Arjun Sen,Male,16,Grade 12,Some College,8.0,91.1,Yes,Yes,Not Completed,7.7,58.7,62.0,68.0,62.0,63.5,Yes,Medium,65.0,64.0,7.29,4.8
STU21811,Meera Ghosh,Female,17,Grade 10,High School,10.2,90.3,No,Yes,Completed,6.8,43.6,45.0,51.0,34.0,48.1,No,High,48.0,43.3,9.21,4.5
STU21812,Deepika Sharma,Male,17,Grade 10,Bachelor's Degree,8.7,70.4,Yes,No,Not Completed,7.7,51.7,48.0,54.0,44.0,46.4,No,High,51.0,48.7,6.12,-5.3
STU21813,Aditya Dutta,Male,17,Grade 10,Associate Degree,4.2,81.3,Yes,No,Not Completed,5.3,36.4,40.0,43.0,35.0,39.6,No,High,41.5,39.3,3.41,3.2
STU21814,Pooja Banerjee,Female,17,Grade 12,Associate Degree,9.2,72.4,No,No,Completed,6.9,54.6,51.0,54.0,55.0,55.2,Yes,Medium,52.5,53.3,6.66,0.6
